"","X","SpawnBio_om","Recruit_0_om","F_om","SPRratio_om","SpawnBio_em","Recruit_0_em","F_em","SPRratio_em","scenario","replicate","D","F","species","year","ID","F_re","Recruit_0_re","SpawnBio_re","SPRratio_re"
"127",127,4571840000,208247000,0.00432479,0.0369001,4131300000,169726000,0.00480133,0.0409941,"D0-F1-cod",2,"D0","F1","cod",27,"D0-F1-cod-2",0.110188009128767,-0.18497745465721,-0.0963594526492616,0.110948208812442
"128",128,4608950000,89283900,0.00864957,0.0718476,4158200000,86718800,0.00955515,0.0792139,"D0-F1-cod",2,"D0","F1","cod",28,"D0-F1-cod-2",0.104696534047357,-0.028729703787581,-0.0977988478937719,0.102526737149188
"129",129,4587170000,114051000,0.0129744,0.104977,4161870000,105360000,0.014283,0.115064,"D0-F1-cod",2,"D0","F1","cod",29,"D0-F1-cod-2",0.100860155382908,-0.0762027514006892,-0.0927151162917441,0.096087714451737
"130",130,4545050000,94865700,0.0172991,0.13641,4136390000,93123500,0.0189775,0.148684,"D0-F1-cod",2,"D0","F1","cod",30,"D0-F1-cod-2",0.0970223884479539,-0.0183649095510812,-0.0899132022750025,0.0899787405615425
"131",131,4437210000,104203000,0.0216239,0.16626,4051470000,156440000,0.0236543,0.180359,"D0-F1-cod",2,"D0","F1","cod",31,"D0-F1-cod-2",0.093896105697862,0.501300346439162,-0.086933005199213,0.084800914230723
"132",132,4284800000,93296000,0.0259487,0.19463,3923140000,103500000,0.0282939,0.210114,"D0-F1-cod",2,"D0","F1","cod",32,"D0-F1-cod-2",0.0903783233842157,0.109372320356714,-0.0844053398058252,0.0795560807686379
"133",133,4093550000,249166000,0.0302735,0.221615,3775360000,263573000,0.0325869,0.236267,"D0-F1-cod",2,"D0","F1","cod",33,"D0-F1-cod-2",0.076416668043008,0.0578208904906769,-0.0777295990033101,0.0661146583038152
"134",134,3879810000,200714000,0.0345983,0.247302,3633970000,167451000,0.0366277,0.259746,"D0-F1-cod",2,"D0","F1","cod",34,"D0-F1-cod-2",0.0586560611359518,-0.165723367577747,-0.0633639276150121,0.0503190431132784
"135",135,3698670000,115167000,0.0389231,0.271773,3528520000,121089000,0.0404096,0.280782,"D0-F1-cod",2,"D0","F1","cod",35,"D0-F1-cod-2",0.0381906888197496,0.0514209799682201,-0.0460030227081627,0.033148988310097
"136",136,3611830000,80945700,0.0432479,0.295101,3503510000,100478000,0.0443768,0.301925,"D0-F1-cod",2,"D0","F1","cod",36,"D0-F1-cod-2",0.0261030015330225,0.241301267392832,-0.0299903373082343,0.0231242862613139
"137",137,3556160000,130518000,0.0475726,0.317357,3481950000,137261000,0.0483921,0.322415,"D0-F1-cod",2,"D0","F1","cod",37,"D0-F1-cod-2",0.0172263025354931,0.0516633721019323,-0.0208680149374606,0.0159378869853194
"138",138,3470680000,165673000,0.0518974,0.338603,3428620000,174827000,0.05228,0.341431,"D0-F1-cod",2,"D0","F1","cod",38,"D0-F1-cod-2",0.00737223830095528,0.0552534208953782,-0.0121186626251916,0.00835196380421909
"139",139,3351190000,98906600,0.0562222,0.358898,3342840000,107673000,0.0561055,0.359392,"D0-F1-cod",2,"D0","F1","cod",39,"D0-F1-cod-2",-0.00207569252003652,0.0886331144736549,-0.00249165221906248,0.00137643564466783
"140",140,3234330000,136180000,0.060547,0.378299,3257200000,96893400,0.0598432,0.376259,"D0-F1-cod",2,"D0","F1","cod",40,"D0-F1-cod-2",-0.0116240276149107,-0.288490233514466,0.00707101625375271,-0.00539255985344922
"141",141,3118990000,128724000,0.0648718,0.396855,3171870000,83131300,0.0635079,0.392177,"D0-F1-cod",2,"D0","F1","cod",41,"D0-F1-cod-2",-0.021024543792526,-0.354189583915975,0.0169542063296131,-0.0117876806390244
"142",142,2990100000,112188000,0.0691966,0.414614,3056590000,122891000,0.067827,0.410187,"D0-F1-cod",2,"D0","F1","cod",42,"D0-F1-cod-2",-0.0197928799969941,0.0954023603237423,0.0222367144911541,-0.0106774011490204
"143",143,2868990000,135281000,0.0735214,0.43162,2909870000,122044000,0.0730989,0.431134,"D0-F1-cod",2,"D0","F1","cod",43,"D0-F1-cod-2",-0.00574662615238565,-0.0978481826716242,0.0142489168662142,-0.00112599045456649
"144",144,2747910000,188412000,0.0778462,0.447915,2745280000,196174000,0.078446,0.451289,"D0-F1-cod",2,"D0","F1","cod",44,"D0-F1-cod-2",0.00770493614331846,0.041196951361909,-0.000957091025543049,0.00753267919136441
"145",145,2629440000,117902000,0.0821709,0.463537,2591270000,134249000,0.0840141,0.471189,"D0-F1-cod",2,"D0","F1","cod",45,"D0-F1-cod-2",0.0224312986714273,0.138649047514037,-0.0145163989290495,0.0165078515846632
"146",146,2541960000,189371000,0.0864957,0.478522,2473770000,157823000,0.0892439,0.488935,"D0-F1-cod",2,"D0","F1","cod",46,"D0-F1-cod-2",0.031772677716927,-0.16659361781899,-0.0268257565028561,0.0217607549914111
"147",147,2482370000,148681000,0.0908205,0.492904,2404220000,97688800,0.0937739,0.503612,"D0-F1-cod",2,"D0","F1","cod",47,"D0-F1-cod-2",0.0325190898530618,-0.34296379497044,-0.0314820111425775,0.021724311427783
"148",148,2432790000,76839000,0.0951453,0.506713,2351030000,101825000,0.0988798,0.519427,"D0-F1-cod",2,"D0","F1","cod",48,"D0-F1-cod-2",0.0392504937185547,0.325173414542095,-0.0336075041413357,0.0250911265351392
"149",149,2408270000,57853900,0.0994701,0.519979,2298130000,53532800,0.105364,0.538472,"D0-F1-cod",2,"D0","F1","cod",49,"D0-F1-cod-2",0.0592529815492293,-0.0746898653331927,-0.0457340746677075,0.0355648978131809
"150",150,2358230000,76620800,0.103795,0.532729,2212280000,94441900,0.111192,0.554662,"D0-F1-cod",2,"D0","F1","cod",50,"D0-F1-cod-2",0.0712654752155692,0.232588278900768,-0.0618896375671584,0.0411710269198785
"151",151,2249760000,141292000,0.10812,0.544991,2090290000,124729000,0.116917,0.569769,"D0-F1-cod",2,"D0","F1","cod",51,"D0-F1-cod-2",0.0813633000369959,-0.117225320612632,-0.0708831164213072,0.0454649709811721
"152",152,2097500000,107372000,0.112444,0.556787,1936830000,111296000,0.121764,0.581978,"D0-F1-cod",2,"D0","F1","cod",52,"D0-F1-cod-2",0.0828857031055458,0.0365458406288418,-0.0766007151370679,0.0452435132285775
"153",153,1948400000,73238200,0.116769,0.56814,1797620000,75300100,0.126775,0.594076,"D0-F1-cod",2,"D0","F1","cod",53,"D0-F1-cod-2",0.0856905514306023,0.0281533407429456,-0.0773865735988503,0.0456507198929842
"154",154,1830410000,97079800,0.121094,0.579073,1686020000,111153000,0.131412,0.604817,"D0-F1-cod",2,"D0","F1","cod",54,"D0-F1-cod-2",0.0852065337671562,0.144965275989444,-0.0788839658874241,0.0444572618650845
"155",155,1717800000,95663000,0.125419,0.589604,1584560000,132927000,0.135794,0.614588,"D0-F1-cod",2,"D0","F1","cod",55,"D0-F1-cod-2",0.0827227134644671,0.38953409364122,-0.077564326464082,0.0423742037028243
"156",156,1606530000,53517900,0.129744,0.599753,1489710000,59373600,0.139097,0.621721,"D0-F1-cod",2,"D0","F1","cod",56,"D0-F1-cod-2",0.0720881119743495,0.109415728195613,-0.0727157289312991,0.0366284120296188
"157",157,1509370000,105101000,0.134068,0.609539,1425340000,96651100,0.139807,0.623229,"D0-F1-cod",2,"D0","F1","cod",57,"D0-F1-cod-2",0.0428066354387325,-0.0803979029695246,-0.0556722341109204,0.0224595965147431
"158",158,1412050000,185315000,0.138393,0.618977,1374240000,187159000,0.140146,0.623947,"D0-F1-cod",2,"D0","F1","cod",58,"D0-F1-cod-2",0.0126668256342445,0.00995062461214689,-0.0267766722141567,0.0080293775051416
"159",159,1315920000,100109000,0.142718,0.628083,1313980000,99181900,0.141603,0.627005,"D0-F1-cod",2,"D0","F1","cod",59,"D0-F1-cod-2",-0.00781260948163515,-0.00926090561288196,-0.0014742537540276,-0.00171633366927605
"160",160,1270910000,64842800,0.147043,0.636874,1291070000,79956700,0.143904,0.631761,"D0-F1-cod",2,"D0","F1","cod",60,"D0-F1-cod-2",-0.0213474969906762,0.23308524616457,0.0158626495975325,-0.00802827560867618
"161",161,1270900000,55008000,0.151368,0.645362,1305100000,59460300,0.146896,0.637813,"D0-F1-cod",2,"D0","F1","cod",61,"D0-F1-cod-2",-0.0295438930289097,0.0809391361256545,0.0269100637343615,-0.0116973109665583
"162",162,1251920000,57224200,0.155692,0.653561,1298020000,60092900,0.149148,0.642273,"D0-F1-cod",2,"D0","F1","cod",62,"D0-F1-cod-2",-0.0420317036199676,0.0501308886799641,0.0368234391973928,-0.0172715324200801
"163",163,1199430000,124281000,0.160017,0.661484,1261230000,107780000,0.151088,0.646049,"D0-F1-cod",2,"D0","F1","cod",63,"D0-F1-cod-2",-0.0558003212158708,-0.132771702834705,0.0515244741252095,-0.0233338977208821
"164",164,1120350000,53909200,0.164342,0.669143,1195470000,56467000,0.152982,0.649681,"D0-F1-cod",2,"D0","F1","cod",64,"D0-F1-cod-2",-0.0691241435542952,0.0474464469886402,0.067050475297898,-0.0290849639015877
"165",165,1048920000,153519000,0.168667,0.67655,1128600000,139954000,0.15705,0.657297,"D0-F1-cod",2,"D0","F1","cod",65,"D0-F1-cod-2",-0.0688753579538381,-0.0883603983871703,0.0759638485299165,-0.0284576158450964
"166",166,995639000,82056400,0.168667,0.67655,1069330000,73208600,0.157228,0.657624,"D0-F1-cod",2,"D0","F1","cod",66,"D0-F1-cod-2",-0.0678200240710987,-0.107825836863426,0.0740137740687137,-0.0279742812800236
"167",167,962210000,85449100,0.165867,0.671783,1026670000,87124900,0.156856,0.656939,"D0-F1-cod",2,"D0","F1","cod",67,"D0-F1-cod-2",-0.0543266593113759,0.0196116752546253,0.0669916130574407,-0.0220964210169057
"168",168,967540000,25466300,0.163067,0.666912,1014670000,25387900,0.157029,0.657258,"D0-F1-cod",2,"D0","F1","cod",68,"D0-F1-cod-2",-0.0370277248002354,-0.00307857835649466,0.048711164396304,-0.0144756729523534
"169",169,967973000,114868000,0.160267,0.661933,998382000,114448000,0.156433,0.656158,"D0-F1-cod",2,"D0","F1","cod",69,"D0-F1-cod-2",-0.0239225791959668,-0.00365637079082077,0.0314151324468761,-0.00872444794261651
"170",170,948655000,113168000,0.157467,0.656845,967899000,107568000,0.154968,0.65343,"D0-F1-cod",2,"D0","F1","cod",70,"D0-F1-cod-2",-0.0158699918078074,-0.049483953060936,0.0202855621906805,-0.00519909567706241
"171",171,917552000,53298700,0.154667,0.651642,929453000,57307600,0.153225,0.650142,"D0-F1-cod",2,"D0","F1","cod",71,"D0-F1-cod-2",-0.00932325576884532,0.0752157182070107,0.0129703820600903,-0.00230187741121668
"172",172,918905000,96342000,0.151867,0.646323,924530000,99332600,0.151606,0.647048,"D0-F1-cod",2,"D0","F1","cod",72,"D0-F1-cod-2",-0.00171860904607328,0.03104149799672,0.0061214162508638,0.00112173015659349
"173",173,924946000,131142000,0.149067,0.640883,925318000,127124000,0.14915,0.642277,"D0-F1-cod",2,"D0","F1","cod",73,"D0-F1-cod-2",0.000556796608236563,-0.0306385444785042,0.000402185641107697,0.0021751240085944
"174",174,922814000,105563000,0.146267,0.635319,922945000,107583000,0.146167,0.636353,"D0-F1-cod",2,"D0","F1","cod",74,"D0-F1-cod-2",-0.000683681213124059,0.0191354925494728,0.000141957100780872,0.00162752884771269
"175",175,944068000,104506000,0.143467,0.629627,944966000,107246000,0.143473,0.630878,"D0-F1-cod",2,"D0","F1","cod",75,"D0-F1-cod-2",4.18214641693089e-05,0.026218590320173,0.000951202667604452,0.00198689065113155
"176",176,987378000,100896000,0.140667,0.623804,988083000,104798000,0.140532,0.624762,"D0-F1-cod",2,"D0","F1","cod",76,"D0-F1-cod-2",-0.000959713365608112,0.0386734855692991,0.00071401226278082,0.00153573878974808
"177",177,1032950000,66993800,0.137867,0.617846,1035670000,64663700,0.137334,0.617938,"D0-F1-cod",2,"D0","F1","cod",77,"D0-F1-cod-2",-0.00386604481130349,-0.0347808304649087,0.00263323490972458,0.000148904419547882
"178",178,1076070000,51272800,0.135067,0.611748,1083140000,49312200,0.133897,0.610403,"D0-F1-cod",2,"D0","F1","cod",78,"D0-F1-cod-2",-0.00866236756572667,-0.0382385982431231,0.0065702045405968,-0.00219861773148409
"179",179,1103010000,81248600,0.132267,0.605505,1114910000,86005500,0.130719,0.603238,"D0-F1-cod",2,"D0","F1","cod",79,"D0-F1-cod-2",-0.0117035995372995,0.0585474703564123,0.0107886601209418,-0.0037439822957695
"180",180,1098310000,68107600,0.129467,0.599115,1112410000,65333000,0.12777,0.596415,"D0-F1-cod",2,"D0","F1","cod",80,"D0-F1-cod-2",-0.0131075872616188,-0.0407384785251573,0.0128379055093735,-0.00450664730477442
"181",181,1075050000,41494100,0.126667,0.592571,1091230000,44672100,0.124593,0.588871,"D0-F1-cod",2,"D0","F1","cod",81,"D0-F1-cod-2",-0.0163736411219971,0.0765892018383336,0.0150504627691735,-0.00624397751493058
"182",182,1051160000,80974600,0.123867,0.585869,1070010000,85373600,0.121647,0.581689,"D0-F1-cod",2,"D0","F1","cod",82,"D0-F1-cod-2",-0.017922449078447,0.0543256774346523,0.017932569732486,-0.0071347007607502
"183",183,1017190000,88577300,0.121067,0.579005,1037440000,87561400,0.118504,0.573823,"D0-F1-cod",2,"D0","F1","cod",83,"D0-F1-cod-2",-0.021170095897313,-0.0114690784207692,0.0199077851728782,-0.00894983635719902
"184",184,980460000,154417000,0.118267,0.571972,1004410000,158724000,0.115164,0.565223,"D0-F1-cod",2,"D0","F1","cod",84,"D0-F1-cod-2",-0.0262372428488082,0.0278920067091059,0.0244273096301736,-0.0117995286482555
"185",185,964773000,109406000,0.115467,0.564766,992987000,117608000,0.112062,0.557008,"D0-F1-cod",2,"D0","F1","cod",85,"D0-F1-cod-2",-0.0294889448933462,0.0749684660804709,0.0292441849015261,-0.0137366626177922
"186",186,989277000,66957400,0.112667,0.557381,1021160000,75666800,0.109052,0.548814,"D0-F1-cod",2,"D0","F1","cod",86,"D0-F1-cod-2",-0.0320857038884501,0.1300737483833,0.0322285871399012,-0.0153700969354894
"187",187,1058370000,131144000,0.109867,0.54981,1097080000,134017000,0.10569,0.5394,"D0-F1-cod",2,"D0","F1","cod",87,"D0-F1-cod-2",-0.0380186953316282,0.0219072164948454,0.0365751107835634,-0.0189338134992089
"188",188,1123450000,81400500,0.107067,0.542049,1173690000,86836100,0.102,0.528731,"D0-F1-cod",2,"D0","F1","cod",88,"D0-F1-cod-2",-0.0473255064585727,0.0667760026044066,0.0447193911611554,-0.0245697344705
"189",189,1181220000,126798000,0.104267,0.53409,1245200000,149330000,0.0986072,0.518602,"D0-F1-cod",2,"D0","F1","cod",89,"D0-F1-cod-2",-0.0542817957743101,0.177699963721825,0.0541643385652122,-0.0289988578703963
"190",190,1242630000,114111000,0.101467,0.525928,1319460000,122855000,0.0951999,0.508105,"D0-F1-cod",2,"D0","F1","cod",90,"D0-F1-cod-2",-0.0617649087880789,0.0766271437460017,0.061828541078197,-0.0338886691714454
"191",191,1295410000,69781600,0.0986667,0.517554,1390200000,81262500,0.0912993,0.495672,"D0-F1-cod",2,"D0","F1","cod",91,"D0-F1-cod-2",-0.0746695693683887,0.164526178820778,0.0731737442199767,-0.0422796461818476
"192",192,1357690000,192288000,0.0958667,0.508962,1478020000,211912000,0.087522,0.48319,"D0-F1-cod",2,"D0","F1","cod",92,"D0-F1-cod-2",-0.0870448236979055,0.102055250457647,0.0886284792552055,-0.0506363932867287
"193",193,1406510000,117325000,0.0930667,0.500145,1552310000,129868000,0.0837333,0.470211,"D0-F1-cod",2,"D0","F1","cod",93,"D0-F1-cod-2",-0.100287213364179,0.106908161090987,0.103660834263532,-0.059850643313439
"194",194,1461440000,112817000,0.0902667,0.491094,1635610000,118795000,0.0802171,0.457736,"D0-F1-cod",2,"D0","F1","cod",94,"D0-F1-cod-2",-0.111332307484377,0.0529884680500279,0.119176976133129,-0.067925896060632
"195",195,1552490000,67271700,0.0874667,0.481802,1757870000,73509500,0.0768801,0.445496,"D0-F1-cod",2,"D0","F1","cod",95,"D0-F1-cod-2",-0.121035777044292,0.0927254699970418,0.13229070718652,-0.0753546062490401
"196",196,1633240000,56501900,0.0846667,0.47226,1866370000,71580000,0.0738684,0.4341,"D0-F1-cod",2,"D0","F1","cod",96,"D0-F1-cod-2",-0.127538926165777,0.26686005249381,0.14274080967892,-0.0808029475289036
"197",197,1688350000,95882300,0.0818667,0.46246,1942540000,130467000,0.0709303,0.422651,"D0-F1-cod",2,"D0","F1","cod",97,"D0-F1-cod-2",-0.133587893490271,0.360699524312621,0.150555275861048,-0.0860809583531548
"198",198,1696870000,88420400,0.0790667,0.452391,1968400000,102326000,0.0678038,0.410092,"D0-F1-cod",2,"D0","F1","cod",98,"D0-F1-cod-2",-0.142448084971296,0.15726687506503,0.160018151066375,-0.0935009759256926
"199",199,1677440000,141180000,0.0762667,0.442044,1972660000,173142000,0.0642817,0.395461,"D0-F1-cod",2,"D0","F1","cod",99,"D0-F1-cod-2",-0.157145910338326,0.226391840203995,0.175994372376955,-0.105380912307372
"200",200,1656330000,88486300,0.0734667,0.43141,1983370000,115801000,0.0608509,0.380696,"D0-F1-cod",2,"D0","F1","cod",100,"D0-F1-cod-2",-0.171721337694493,0.308688463637874,0.197448576068779,-0.117554066896919
"201",201,4084180000,155667000,0,0,4106420000,134202000,0,0,"D0-F1-cod",3,"D0","F1","cod",1,"D0-F1-cod-3",NA,-0.13789049702249,0.00544540152490831,NA
"202",202,4084200000,124314000,0,0,4106420000,133775000,0,0,"D0-F1-cod",3,"D0","F1","cod",2,"D0-F1-cod-3",NA,0.0761056679054652,0.00544047793937613,NA
"203",203,4091300000,72250700,0,0,4106440000,133345000,0,0,"D0-F1-cod",3,"D0","F1","cod",3,"D0-F1-cod-3",NA,0.845587655206109,0.00370053528218415,NA
"204",204,4106550000,75302300,0,0,4106390000,132909000,0,0,"D0-F1-cod",3,"D0","F1","cod",4,"D0-F1-cod-3",NA,0.765005849754921,-3.89621458401821e-05,NA
"205",205,4097450000,64841400,0,0,4105940000,132465000,0,0,"D0-F1-cod",3,"D0","F1","cod",5,"D0-F1-cod-3",NA,1.04290777188648,0.00207202040293353,NA
"206",206,4041440000,182318000,0,0,4104820000,132011000,0,0,"D0-F1-cod",3,"D0","F1","cod",6,"D0-F1-cod-3",NA,-0.275929968516548,0.0156825289995645,NA
"207",207,3942690000,152561000,0,0,4102790000,131545000,0,0,"D0-F1-cod",3,"D0","F1","cod",7,"D0-F1-cod-3",NA,-0.137754734171905,0.0406067938387243,NA
"208",208,3841120000,185966000,0,0,4099700000,131064000,0,0,"D0-F1-cod",3,"D0","F1","cod",8,"D0-F1-cod-3",NA,-0.295226009055419,0.0673189069854626,NA
"209",209,3793890000,122753000,0,0,4095470000,130566000,0,0,"D0-F1-cod",3,"D0","F1","cod",9,"D0-F1-cod-3",NA,0.0636481389456877,0.0794909710086481,NA
"210",210,3797420000,167321000,0,0,4090070000,130046000,0,0,"D0-F1-cod",3,"D0","F1","cod",10,"D0-F1-cod-3",NA,-0.222775383843032,0.0770654813004619,NA
"211",211,3844500000,88178800,0,0,4083520000,129500000,0,0,"D0-F1-cod",3,"D0","F1","cod",11,"D0-F1-cod-3",NA,0.468606966753914,0.0621719339315906,NA
"212",212,3906160000,87928600,0,0,4075860000,128914000,0,0,"D0-F1-cod",3,"D0","F1","cod",12,"D0-F1-cod-3",NA,0.466121375752599,0.04344420095439,NA
"213",213,3969920000,197957000,0,0,4067150000,128285000,0,0,"D0-F1-cod",3,"D0","F1","cod",13,"D0-F1-cod-3",NA,-0.351955222598847,0.0244916774141544,NA
"214",214,3989110000,133306000,0,0,4057430000,127596000,0,0,"D0-F1-cod",3,"D0","F1","cod",14,"D0-F1-cod-3",NA,-0.0428337809250896,0.0171266272426682,NA
"215",215,3998420000,137418000,0,0,4046720000,126824000,0,0,"D0-F1-cod",3,"D0","F1","cod",15,"D0-F1-cod-3",NA,-0.0770932483371902,0.0120797715097464,NA
"216",216,4033420000,113331000,0,0,4035030000,125943000,0,0,"D0-F1-cod",3,"D0","F1","cod",16,"D0-F1-cod-3",NA,0.111284644095614,0.000399164976620337,NA
"217",217,4064280000,206372000,0,0,4022340000,124921000,0,0,"D0-F1-cod",3,"D0","F1","cod",17,"D0-F1-cod-3",NA,-0.394680479910065,-0.0103191709232632,NA
"218",218,4087680000,175130000,0,0,4008560000,123720000,0,0,"D0-F1-cod",3,"D0","F1","cod",18,"D0-F1-cod-3",NA,-0.293553360360875,-0.019355722561453,NA
"219",219,4118380000,178524000,0,0,3993560000,122304000,0,0,"D0-F1-cod",3,"D0","F1","cod",19,"D0-F1-cod-3",NA,-0.314915641594407,-0.0303080337414226,NA
"220",220,4190400000,157263000,0,0,3977140000,120628000,0,0,"D0-F1-cod",3,"D0","F1","cod",20,"D0-F1-cod-3",NA,-0.232953714478294,-0.0508925162275678,NA
"221",221,4283690000,88760500,0,0,3958990000,118719000,0,0,"D0-F1-cod",3,"D0","F1","cod",21,"D0-F1-cod-3",NA,0.337520631361923,-0.0757991357918057,NA
"222",222,4387930000,264717000,0,0,3938750000,154075000,0,0,"D0-F1-cod",3,"D0","F1","cod",22,"D0-F1-cod-3",NA,-0.417963334428843,-0.102367175410729,NA
"223",223,4464130000,104823000,0,0,3915990000,114064000,0,0,"D0-F1-cod",3,"D0","F1","cod",23,"D0-F1-cod-3",NA,0.0881581332341185,-0.122787642832982,NA
"224",224,4529330000,46280200,0,0,3901170000,95882000,0,0,"D0-F1-cod",3,"D0","F1","cod",24,"D0-F1-cod-3",NA,1.07177151351982,-0.138687178898424,NA
"225",225,4619650000,259867000,0,0,3899380000,129524000,0,0,"D0-F1-cod",3,"D0","F1","cod",25,"D0-F1-cod-3",NA,-0.501575806085421,-0.155914409100257,NA
"226",226,4636440000,216873000,0,0,3884830000,231669000,0,0,"D0-F1-cod",3,"D0","F1","cod",26,"D0-F1-cod-3",NA,0.0682242602813628,-0.162109290748937,NA
"227",227,4624620000,162384000,0.00432479,0.0369001,3859800000,176387000,0.00521927,0.0444697,"D0-F1-cod",3,"D0","F1","cod",27,"D0-F1-cod-3",0.206826227400637,0.0862338654054587,-0.165380074470984,0.205137655453508
"228",228,4658920000,95975100,0.00864957,0.0718476,3851140000,111884000,0.010478,0.0864176,"D0-F1-cod",3,"D0","F1","cod",28,"D0-F1-cod-3",0.211389699141113,0.165760702515548,-0.173383530947086,0.202790350686731
"229",229,4699220000,285635000,0.0129744,0.104977,3888270000,264372000,0.0156401,0.125033,"D0-F1-cod",3,"D0","F1","cod",29,"D0-F1-cod-3",0.20545844123813,-0.0744411574211844,-0.172571192666017,0.19105137315793
"230",230,4698460000,81889100,0.0172991,0.13641,3917730000,78565000,0.0206392,0.160202,"D0-F1-cod",3,"D0","F1","cod",30,"D0-F1-cod-3",0.193079408755369,-0.0405927040350914,-0.166167212235498,0.174415365442416
"231",231,4679840000,119245000,0.0216239,0.16626,3948470000,98996700,0.0254809,0.192332,"D0-F1-cod",3,"D0","F1","cod",31,"D0-F1-cod-3",0.178367454529479,-0.169804184661831,-0.156280983965264,0.156814627691568
"232",232,4669600000,91895200,0.0259487,0.19463,3988420000,95476800,0.0302252,0.222107,"D0-F1-cod",3,"D0","F1","cod",32,"D0-F1-cod-3",0.164805944035732,0.0389748322001584,-0.145875449717321,0.141175563890459
"233",233,4578170000,86983900,0.0302735,0.221615,3947020000,102040000,0.0350105,0.250546,"D0-F1-cod",3,"D0","F1","cod",33,"D0-F1-cod-3",0.156473483409583,0.173090652408089,-0.137860760959073,0.130546217539426
"234",234,4428610000,209804000,0.0345983,0.247302,3842810000,207938000,0.0397545,0.277266,"D0-F1-cod",3,"D0","F1","cod",34,"D0-F1-cod-3",0.14903044369232,-0.00889401536672323,-0.132276267271221,0.121163597544703
"235",235,4217770000,96137500,0.0389231,0.271773,3686290000,93624000,0.0443539,0.301866,"D0-F1-cod",3,"D0","F1","cod",35,"D0-F1-cod-3",0.139526399490277,-0.026144844623586,-0.126009716034777,0.110728438807387
"236",236,4000650000,121794000,0.0432479,0.295101,3529170000,123996000,0.0487998,0.324501,"D0-F1-cod",3,"D0","F1","cod",36,"D0-F1-cod-3",0.128373863239602,0.0180797083600177,-0.117850849236999,0.0996269073978061
"237",237,3814130000,105497000,0.0475726,0.317357,3397480000,191677000,0.0531898,0.345817,"D0-F1-cod",3,"D0","F1","cod",37,"D0-F1-cod-3",0.118076371692949,0.816895267163995,-0.109238541947967,0.0896781857655574
"238",238,3616790000,123400000,0.0518974,0.338603,3249800000,100377000,0.0574914,0.365764,"D0-F1-cod",3,"D0","F1","cod",38,"D0-F1-cod-3",0.107789600249723,-0.186572123176661,-0.101468429187207,0.0802148829159812
"239",239,3423740000,260420000,0.0562222,0.358898,3127390000,206561000,0.0606876,0.380015,"D0-F1-cod",3,"D0","F1","cod",39,"D0-F1-cod-3",0.0794241420648783,-0.206815912756317,-0.086557390456051,0.0588384443490908
"240",240,3234410000,207096000,0.060547,0.378299,3032730000,201558000,0.0639748,0.39419,"D0-F1-cod",3,"D0","F1","cod",40,"D0-F1-cod-3",0.056613870216526,-0.0267412214625101,-0.0623544943281773,0.042006455211354
"241",241,3101920000,135904000,0.0648718,0.396855,2949850000,165189000,0.0681532,0.411534,"D0-F1-cod",3,"D0","F1","cod",41,"D0-F1-cod-3",0.0505828418511588,0.215482987991523,-0.0490244751637695,0.0369883206712779
"242",242,3064500000,103954000,0.0691966,0.414614,2920190000,91894400,0.0726754,0.4295,"D0-F1-cod",3,"D0","F1","cod",42,"D0-F1-cod-3",0.0502741464175986,-0.116009003982531,-0.0470908794256812,0.0359032738884843
"243",243,3053170000,156525000,0.0735214,0.43162,2913760000,131457000,0.0768926,0.445541,"D0-F1-cod",3,"D0","F1","cod",43,"D0-F1-cod-3",0.0458533161773307,-0.160153330138955,-0.0456607394937065,0.0322529076502479
"244",244,3012130000,79761600,0.0778462,0.447915,2883650000,71698400,0.0813497,0.461788,"D0-F1-cod",3,"D0","F1","cod",44,"D0-F1-cod-3",0.0450054080995603,-0.101091251930754,-0.0426542015118869,0.0309723943158858
"245",245,2939570000,92934900,0.0821709,0.463537,2807540000,88158600,0.0863527,0.479208,"D0-F1-cod",3,"D0","F1","cod",45,"D0-F1-cod-3",0.0508914956511368,-0.0513940403443701,-0.0449147324268515,0.0338074414771637
"246",246,2839850000,176564000,0.0864957,0.478522,2693070000,104692000,0.0916254,0.496688,"D0-F1-cod",3,"D0","F1","cod",46,"D0-F1-cod-3",0.059305838324911,-0.407059196665232,-0.0516858284768562,0.0379627268965691
"247",247,2691440000,153387000,0.0908205,0.492904,2530080000,138380000,0.0971621,0.514134,"D0-F1-cod",3,"D0","F1","cod",47,"D0-F1-cod-3",0.0698256450911414,-0.0978374960068324,-0.0599530362928395,0.0430712674273286
"248",248,2544670000,60917900,0.0951453,0.506713,2351210000,46122600,0.104651,0.536355,"D0-F1-cod",3,"D0","F1","cod",48,"D0-F1-cod-3",0.0999071945750341,-0.242872784518179,-0.0760255750254453,0.0584985978255937
"249",249,2437560000,213400000,0.0994701,0.519979,2183470000,179646000,0.112854,0.559027,"D0-F1-cod",3,"D0","F1","cod",49,"D0-F1-cod-3",0.134551991000311,-0.15817244611059,-0.104239485387026,0.0750953403887466
"250",250,2328160000,95451500,0.103795,0.532729,2020250000,135281000,0.121732,0.581773,"D0-F1-cod",3,"D0","F1","cod",50,"D0-F1-cod-3",0.172811792475553,0.417274741622709,-0.132254656037386,0.0920618175470079
"251",251,2224900000,74834700,0.10812,0.544991,1865270000,85380100,0.131234,0.60426,"D0-F1-cod",3,"D0","F1","cod",51,"D0-F1-cod-3",0.21378098409175,0.140915912003389,-0.16163872533597,0.108752254624388
